Hal_Customers,CustID,int
Hal_Customers,GalleryCode,smallint
Hal_Customers,SeqNo,int
Hal_Customers,Title,varchar
Hal_Customers,FirstName,varchar
Hal_Customers,MidName,varchar
Hal_Customers,LastName,varchar
Hal_Customers,Salutation,varchar
Hal_Customers,Salutation1,varchar
Hal_Customers,Mobile,varchar
Hal_Customers,Homephone,varchar
Hal_Customers,Workphone,varchar
Hal_Customers,Fax,varchar
Hal_Customers,Email,varchar
Hal_Customers,CreatedDate,smalldatetime
Hal_Customers,CreatedUserId,smallint
Hal_Customers,LastModifiedDate,smalldatetime
Hal_Customers,LastModUserId,smallint
Hal_Customers,DeleteTag,char
Hal_Customers,AddInformation,ntext
Hal_Customers,UserDefinedBanding,varchar
Hal_Customers,ActualBanding,varchar
Hal_Customers,SlpNum,smallint
Hal_Customers,Balance,float
Hal_Customers,Home_Address,varchar
Hal_Customers,Home_PostCode,varchar
Hal_Customers,Home_CountryCode,smallint
Hal_Customers,Business_Address,varchar
Hal_Customers,Business_PostCode,varchar
Hal_Customers,Business_CountryCode,smallint
Hal_Customers,Others_Address,varchar
Hal_Customers,Others_PostCode,varchar
Hal_Customers,Others_CountryCode,smallint
Hal_Customers,Profession,varchar
Hal_Customers,NickName,varchar
Hal_Customers,SpouseName,varchar
Hal_Customers,BirthDay,datetime
Hal_Customers,Anniversary,datetime
Hal_Customers,Url,varchar
Hal_Customers,CrNoteAmount,float
Hal_Customers,CreditLimit,float
Hal_Customers,Account_Number,varchar
Hal_Customers,SageBalance,float
Hal_Customers,CustomerSourceId,int
Hal_Customers,Billing_Address,varchar
Hal_Customers,Billing_PostCode,varchar
Hal_Customers,Billing_CountryCode,smallint
Hal_Customers,Delivery_Address,varchar
Hal_Customers,Delivery_PostCode,varchar
Hal_Customers,Delivery_CountryCode,smallint
Hal_Customers,Foreign_CurrencyCode,smallint
Hal_Customers,PATelephoneNo,varchar
Hal_Customers,Delivery_Address1,varchar
Hal_Customers,Billing_Address1,varchar
Hal_Customers,Historic_Manager,varchar
Hal_Customers,SageAccount,varchar
Hal_Customers,PressCategoryCode,int
Hal_Customers,Previous_GalleryCode,smallint
Hal_Customers,ENewsletterSubscription,char
Hal_Customers,MarketingMailingSubscription,char
Hal_Customers,MarketingPhoneSubscrption,char
Hal_Customers,DotMailerId,bigint
Hal_Customers,DotMailerUnsubscribedDate,smalldatetime
Hal_Customers,DotMailerOptInType,varchar
Hal_Customers,PostCodePropertyValue,float
Hal_Customers,PropertyValue,varchar
Hal_Customers,SendSubscriptionEmail,bit
Hal_Customers,ContactDetailsNotes,varchar
Hal_Customers,VerifiedID,char
Hal_Customers,HalcyonArtPurchased,char
Hal_Customers,KnowYourCustomerPulseId,bigint
Hal_Customers,KnowYourCustomerNotes,varchar
Hal_Customers,KnowYourCustomerCustomerType,varchar
Hal_Customers,KnowYourCustomerRelationship,varchar
Hal_Customers,KnowYourCustomerSourceofWealth,varchar
Hal_Customers,KnowYourCustomerEmployment,varchar
Hal_Customers,KnowYourCustomerConcerns,varchar
Hal_Customers,KnowYourCustomerExpiryDate,smalldatetime
Hal_Customers,KnowYourCustomerExpectedPaymentType,int
Hal_Customers,KnowYourCustomerTotalDealAmount,decimal
Hal_Customers,KYCOnHold,char
Hal_Customers,KnowYourCustomerArtworkSource,int
Hal_Customers,KYCProofOfID,char
Hal_Customers,VerifiedID_Date,smalldatetime
Hal_Customers,KYCScore,int
Hal_Customers,CustomerIdImage,varchar
Hal_Customers,IDConfirmed,char
Hal_Customers,IDConfirmedByUserId,int
Hal_Customers,IDConfirmedByDate,smalldatetime
Hal_Customers,KYCPhotoIDConfirmed,char
Hal_Customers,BusinessAccount,char
Hal_Customers,CompanyName,varchar
Hal_Customers,ComanyVATNumber,varchar
Hal_Customers,KYCSearchCompany,varchar
Hal_Customers,KYCSearchID,varchar
Hal_Customers,KYCOngoingScreening,char
Hal_Customers,DotdigitalScoreText,varchar
Hal_Customers,DotdigitalScore,int
Hal_Customers,DotdigitalEngagement,int
Hal_Customers,DotdigitalSuitability,int
Hal_Customers,DotDigitalContactId,bigint
Hal_Customers,AvgHouseholdIncome,int
Hal_Customers,SageId,int
Hal_Customers,DotDigitalPrefGallerycode,int
Hal_Customers,SecondaryEmail,nvarchar
Hal_Customers,OtherEmail,nvarchar
Hal_GalleryMaster,GalleryCode,tinyint
Hal_GalleryMaster,Name,varchar
Hal_GalleryMaster,GalleryType,varchar
Hal_GalleryMaster,VATRegNo,varchar
Hal_GalleryMaster,CountryCode,smallint
Hal_GalleryMaster,PostalCode,varchar
Hal_GalleryMaster,Email,varchar
Hal_GalleryMaster,Phone,varchar
Hal_GalleryMaster,Fax,varchar
Hal_GalleryMaster,RegNo,varchar
Hal_GalleryMaster,RegDate,smalldatetime
Hal_GalleryMaster,Logo,varchar
Hal_GalleryMaster,URL,varchar
Hal_GalleryMaster,CreatedDate,smalldatetime
Hal_GalleryMaster,CreatedUserId,smallint
Hal_GalleryMaster,LastModifiedDate,smalldatetime
Hal_GalleryMaster,LastModUserId,smallint
Hal_GalleryMaster,DeleteTag,char
Hal_GalleryMaster,Address,text
Hal_GalleryMaster,ShortCode,varchar
Hal_GalleryMaster,SageWareHouseCode,char
Hal_GalleryMaster,SageSalesledgerAccount,varchar
Hal_GalleryMaster,SageWareHouseCode1,char
Hal_GalleryMaster,GalleryName,varchar
Hal_GalleryMaster,CustomerRecordID,int
Hal_GalleryMaster,GalleryLogo,varchar
Hal_GalleryMaster,ReportGalleryName,varchar
Hal_GalleryMaster,DotMailerGalleryEmail,varchar
Hal_GalleryMaster,MondayGalleryId,int
Hal_GalleryMaster,MondaySOBalanceBoardId,int
Hal_GalleryMaster,AreaManagerEmail,varchar
Hal_GalleryMaster,ShowOnStocklist,varchar
Hal_SalesOrderDetails,SoId,int
Hal_SalesOrderDetails,ItemCode,varchar
Hal_SalesOrderDetails,Qty,int
Hal_SalesOrderDetails,SoldPrice,float
Hal_SalesOrderDetails,Vat,float
Hal_SalesOrderDetails,VatRate,float
Hal_SalesOrderDetails,DeleteTag,char
Hal_SalesOrderDetails,DiscountAmount,float
Hal_SalesOrderDetails,ReasonForDiscount,varchar
Hal_SalesOrderDetails,QtyType,char
Hal_SalesOrderDetails,QtyToOrder,tinyint
Hal_SalesOrderDetails,CrNoteQty,int
Hal_SalesOrderDetails,FramingInstructions,varchar
Hal_SalesOrderDetails,RetailPrice,float
Hal_SalesOrderDetails,AutoId,int
Hal_SalesOrderDetails,GalleryCode,smallint
Hal_SalesOrderDetails,ItemType,char
Hal_SalesOrderDetails,SerialNum,varchar
Hal_SalesOrderDetails,lnNo,smallint
Hal_SalesOrderDetails,FramingCost,decimal
Hal_SalesOrderDetails,GlassPrice,float
Hal_SalesOrderDetails,FramePrice,float
Hal_SalesOrderDetails,GlassType,smallint
Hal_SalesOrderDetails,FrameType,smallint
Hal_SalesOrderDetails,FrameCodes,varchar
Hal_SalesOrderDetails,SOItemID,int
Hal_SalesOrderDetails,ForCollection,char
Hal_SalesOrderDetails,SlipType,smallint
Hal_SalesOrderDetails,FilletType,smallint
Hal_SalesOrderDetails,CollectionGallery,tinyint
Hal_SalesOrderDetails,WGSONumber,varchar
Hal_SalesOrderDetails,SchemePrice,float
Hal_SalesOrderDetails,FrameCodesID,int
Hal_SalesOrderDetails,CGPONumber,varchar
Hal_SalesOrderDetails,ProductLocation,varchar
Hal_SalesOrderDetails,EditionNumber,varchar
Hal_SalesOrderDetails,SchemeText,varchar
Hal_SalesOrderDetails,AllocatedFromBin,varchar
Hal_SalesOrderDetails,DueDate,smalldatetime
Hal_SalesOrderDetails,CommissionRate,float
Hal_SalesOrderDetails,ConsignmentItemcode,varchar
Hal_SalesOrderDetails,ConsignmentItemDesc,varchar
Hal_SalesOrderDetails,CGBuyPrice,float
Hal_SalesOrderDetails,SageMarginValue,float
Hal_SalesOrderDetails,SalesCategory,varchar
Hal_SalesOrderDetails,ConsignmentItemCompany,varchar
Hal_SalesOrderDetails,ConsignmentItemEditionNumber,varchar
Hal_SalesOrderDetails,DiscountVouchercode,varchar
Hal_SalesOrderHeader,SoId,int
Hal_SalesOrderHeader,GalleryCode,smallint
Hal_SalesOrderHeader,SONum,int
Hal_SalesOrderHeader,SODate,datetime
Hal_SalesOrderHeader,OrderTypeCode,varchar
Hal_SalesOrderHeader,SOTotal,float
Hal_SalesOrderHeader,SoBalance,float
Hal_SalesOrderHeader,CustID,int
Hal_SalesOrderHeader,Vat,float
Hal_SalesOrderHeader,SlpNum,int
Hal_SalesOrderHeader,SharedWithSlpNum,int
Hal_SalesOrderHeader,Commission,float
Hal_SalesOrderHeader,DeliveryCharges,float
Hal_SalesOrderHeader,CreatedDate,smalldatetime
Hal_SalesOrderHeader,CreatedUserId,smallint
Hal_SalesOrderHeader,LastModifiedDate,smalldatetime
Hal_SalesOrderHeader,LastModUserId,smallint
Hal_SalesOrderHeader,DeleteTag,char
Hal_SalesOrderHeader,Notes,ntext
Hal_SalesOrderHeader,SoRef,varchar
Hal_SalesOrderHeader,AddressType,char
Hal_SalesOrderHeader,NetGBPCarriage,float
Hal_SalesOrderHeader,TaxCodeCarriage,float
Hal_SalesOrderHeader,ConsignmentNo,varchar
Hal_SalesOrderHeader,CourierCode,smallint
Hal_SalesOrderHeader,DeliveryAddress,char
Hal_SalesOrderHeader,Order_Number,varchar
Hal_SalesOrderHeader,Order_Date,datetime
Hal_SalesOrderHeader,Invoice_Number,varchar
Hal_SalesOrderHeader,Invoice_Date,datetime
Hal_SalesOrderHeader,SagePosted,char
Hal_SalesOrderHeader,DeliveryNotes,text
Hal_SalesOrderHeader,DeliveryType,char
Hal_SalesOrderHeader,PaymentNotes,text
Hal_SalesOrderHeader,SaleType,char
Hal_SalesOrderHeader,Foreign_CurrencyCode,smallint
Hal_SalesOrderHeader,BadDebtOrder,char
Hal_SalesOrderHeader,BadDebtNote,ntext
Hal_SalesOrderHeader,SOStatus,varchar
Hal_SalesOrderHeader,DeliveryCountry,int
Hal_SalesOrderHeader,DeliveryGallery,tinyint
Hal_SalesOrderHeader,DeliveryOtherAddress,varchar
Hal_SalesOrderHeader,SourceSOId,int
Hal_SalesOrderHeader,SOBalanceDueDate,smalldatetime
Hal_SalesOrderHeader,VATRegNumber,varchar
Hal_SalesOrderHeader,DeliveryDate,smalldatetime
Hal_SalesOrderHeader,SpecificDeliveryDate,char
Hal_SalesOrderHeader,SharedWithSlpNum2,int
Hal_SalesOrderHeader,Commission2,float
Hal_SalesOrderHeader,SharedWithSlpNum3,int
Hal_SalesOrderHeader,Commission3,float
Hal_SalesOrderHeader,SharedWithSlpNum4,int
Hal_SalesOrderHeader,Commission4,float
Hal_SalesOrderHeader,DeliveryTrackingNumber,varchar
Hal_SalesOrderHeader,ReceiptEmail,varchar
Hal_SalesOrderHeader,EReceipt,char
Hal_SalesOrderHeader,ReturnEReceiptStatusCode,varchar
Hal_SalesOrderHeader,DiscountedUpdatedDate,smalldatetime
Hal_SalesOrderHeader,DiscountUpdatedUserId,int
Hal_SalesOrderHeader,MondayPulseId,varchar
Hal_SalesOrderHeader,MondayOrderDetails,varchar
Hal_SalesOrderHeader,MondayChaseType,varchar
Hal_SalesOrderHeader,MondayStatus,char
Hal_SalesOrderHeader,MondaySOBalanceBoardPulseId,int
Hal_SalesOrderHeader,CreatedOnMondayPersonsId,varchar
Hal_SalesOrderHeader,ReprocessedSoId,int
Hal_SalesOrderHeader,RequireBeforeChristmas,char
Hal_SalesOrderHeader,SoBalanceClearedDate,smalldatetime
Hal_SalesOrderHeader,WebsiteOrderNumber,varchar
Hal_SalesPerson,SLPNum,smallint
Hal_SalesPerson,Name,varchar
Hal_SalesPerson,CreatedDate,smalldatetime
Hal_SalesPerson,CreatedUserId,smallint
Hal_SalesPerson,LastModifiedDate,smalldatetime
Hal_SalesPerson,LastModUserId,smallint
Hal_SalesPerson,DeleteTag,char
Hal_SalesPerson,GalleryCode,tinyint
Hal_SalesPerson,SalesPersonGallery,tinyint
Hal_SalesPerson,Email,varchar
Hal_SalesPerson,Phone,varchar
Hal_SalesPerson,Commission,float
Hal_SalesPerson,SageCode,varchar